,name,date,null_px,snow_px,cloud_px,shadow_px,vegetation_px,not_vegetation_px,water_px,uncertain_px
284,northern_cairngorms,2020-08-12 11:21:19,1324595,0,0,0,0,0,0,0
285,monadh_liath,2020-08-12 11:21:19,851717,0,0,0,0,0,0,0
286,southern_cairngorms,2020-08-12 11:21:19,921271,0,0,0,0,0,0,0
287,beinn_dearg,2020-08-12 11:21:19,103661,0,0,0,0,0,0,0
288,northern_cairngorms,2020-04-07 11:33:19,0,349038,119973,25731,495306,230141,3813,100593
289,monadh_liath,2020-04-07 11:33:19,0,341941,35478,16073,264706,102554,1528,89437
290,southern_cairngorms,2020-04-07 11:33:19,0,100236,46063,53706,462779,196129,7492,54866
291,beinn_dearg,2020-04-07 11:33:19,2,46158,3684,2436,19966,20197,378,10840
292,northern_cairngorms,2018-04-05 11:21:09,1324595,0,0,0,0,0,0,0
293,monadh_liath,2018-04-05 11:21:09,851717,0,0,0,0,0,0,0
294,southern_cairngorms,2018-04-05 11:21:09,921271,0,0,0,0,0,0,0
295,beinn_dearg,2018-04-05 11:21:09,103661,0,0,0,0,0,0,0
296,northern_cairngorms,2020-01-18 11:33:19,0,250540,743366,145559,38229,27847,30695,88359
297,monadh_liath,2020-01-18 11:33:19,0,556711,203287,20865,426,19,45094,25315
298,southern_cairngorms,2020-01-18 11:33:19,0,200522,109135,262489,88128,64709,46554,149734
299,beinn_dearg,2020-01-18 11:33:19,0,72757,15850,5466,233,0,869,8486
300,northern_cairngorms,2018-04-01 11:43:49,0,683165,252420,104331,91217,45558,9556,138348
301,monadh_liath,2018-04-01 11:43:49,0,497531,103516,40659,107032,51669,911,50399
302,southern_cairngorms,2018-04-01 11:43:49,0,471619,123969,29380,93743,26591,6304,169665
303,beinn_dearg,2018-04-01 11:43:49,0,80585,4404,3367,4122,5726,559,4898
304,northern_cairngorms,2021-07-01 11:33:19,6,1291,562,2156,1176234,136332,5461,2553
305,monadh_liath,2021-07-01 11:33:19,0,0,23433,3622,798771,17904,487,7500
306,southern_cairngorms,2021-07-01 11:33:19,0,53,56,1271,899159,13098,6824,810
307,beinn_dearg,2021-07-01 11:33:19,0,24,75186,4953,14633,3783,0,5082
308,northern_cairngorms,2022-12-05 11:24:41,1324595,0,0,0,0,0,0,0
309,monadh_liath,2022-12-05 11:24:41,851717,0,0,0,0,0,0,0
310,southern_cairngorms,2022-12-05 11:24:41,921271,0,0,0,0,0,0,0
311,beinn_dearg,2022-12-05 11:24:41,103661,0,0,0,0,0,0,0
312,northern_cairngorms,2023-05-29 11:21:19,1324595,0,0,0,0,0,0,0
313,monadh_liath,2023-05-29 11:21:19,851717,0,0,0,0,0,0,0
314,southern_cairngorms,2023-05-29 11:21:19,921271,0,0,0,0,0,0,0
315,beinn_dearg,2023-05-29 11:21:19,103661,0,0,0,0,0,0,0
316,northern_cairngorms,2018-09-23 11:43:41,0,353276,738212,73425,83149,2138,27,74368
317,monadh_liath,2018-09-23 11:43:41,0,90721,225581,85727,383866,6956,146,58720
318,southern_cairngorms,2018-09-23 11:43:41,0,9643,180877,134071,506615,24020,5034,61011
319,beinn_dearg,2018-09-23 11:43:41,0,0,0,6778,95389,857,19,618
320,northern_cairngorms,2023-04-07 11:33:21,0,120713,385105,215023,390474,204638,2093,6549
321,monadh_liath,2023-04-07 11:33:21,0,6030,167448,90513,446688,135476,491,5071
322,southern_cairngorms,2023-04-07 11:33:21,0,14581,211264,174923,369635,141081,6026,3761
323,beinn_dearg,2023-04-07 11:33:21,0,930,30014,4372,49835,18179,0,331
324,northern_cairngorms,2022-10-06 11:21:21,1324595,0,0,0,0,0,0,0
325,monadh_liath,2022-10-06 11:21:21,851717,0,0,0,0,0,0,0
326,southern_cairngorms,2022-10-06 11:21:21,921271,0,0,0,0,0,0,0
327,beinn_dearg,2022-10-06 11:21:21,103661,0,0,0,0,0,0,0
328,northern_cairngorms,2019-07-24 11:21:21,1324595,0,0,0,0,0,0,0
329,monadh_liath,2019-07-24 11:21:21,851717,0,0,0,0,0,0,0
330,southern_cairngorms,2019-07-24 11:21:21,921271,0,0,0,0,0,0,0
331,beinn_dearg,2019-07-24 11:21:21,103661,0,0,0,0,0,0,0
332,northern_cairngorms,2020-02-07 11:33:09,3,345687,153526,272209,311844,64122,39778,137426
333,monadh_liath,2020-02-07 11:33:09,0,259612,262221,44669,172654,40103,2240,70218
334,southern_cairngorms,2020-02-07 11:33:09,0,127224,48410,217268,309228,87069,27315,104757
335,beinn_dearg,2020-02-07 11:33:09,0,59743,6791,5681,11873,6348,1358,11867
336,northern_cairngorms,2018-12-07 11:44:49,0,295601,761061,118650,55,498,47966,100764
337,monadh_liath,2018-12-07 11:44:49,0,496378,108565,128136,12,12,27986,90628
338,southern_cairngorms,2018-12-07 11:44:49,0,66079,416895,272621,6366,2546,21147,135617
339,beinn_dearg,2018-12-07 11:44:49,0,31133,20804,12132,0,0,39385,207
340,northern_cairngorms,2020-12-30 11:23:59,1324595,0,0,0,0,0,0,0
341,monadh_liath,2020-12-30 11:23:59,851717,0,0,0,0,0,0,0
342,southern_cairngorms,2020-12-30 11:23:59,921271,0,0,0,0,0,0,0
343,beinn_dearg,2020-12-30 11:23:59,103661,0,0,0,0,0,0,0
344,northern_cairngorms,2020-09-19 11:33:21,0,0,221,45431,1137854,121288,4692,15109
345,monadh_liath,2020-09-19 11:33:21,0,0,12,2168,842716,4242,451,2128
346,southern_cairngorms,2020-09-19 11:33:21,0,0,572,22848,876444,11614,5856,3937
347,beinn_dearg,2020-09-19 11:33:21,0,0,166,379,100226,2322,0,568
348,northern_cairngorms,2020-04-20 11:43:49,0,167414,107190,16829,664244,320670,4449,43799
349,monadh_liath,2020-04-20 11:43:49,4,139519,13215,1200,444021,219213,614,33931
350,southern_cairngorms,2020-04-20 11:43:49,0,41539,8021,9361,618065,223189,6858,14238
351,beinn_dearg,2020-04-20 11:43:49,0,15360,2036,148,35889,45193,17,5018
352,northern_cairngorms,2021-12-10 11:24:51,1324595,0,0,0,0,0,0,0
353,monadh_liath,2021-12-10 11:24:51,851717,0,0,0,0,0,0,0
354,southern_cairngorms,2021-12-10 11:24:51,921271,0,0,0,0,0,0,0
355,beinn_dearg,2021-12-10 11:24:51,103661,0,0,0,0,0,0,0
356,northern_cairngorms,2021-02-16 11:33:21,1,572878,374486,177204,54788,2777,107983,34478
357,monadh_liath,2021-02-16 11:33:21,0,318299,474440,45214,1969,249,2509,9037
358,southern_cairngorms,2021-02-16 11:33:21,0,477105,343993,57876,957,79,32422,8839
359,beinn_dearg,2021-02-16 11:33:21,0,27976,73037,2551,0,0,97,0
360,northern_cairngorms,2019-06-19 11:21:19,1324595,0,0,0,0,0,0,0
361,monadh_liath,2019-06-19 11:21:19,851717,0,0,0,0,0,0,0
362,southern_cairngorms,2019-06-19 11:21:19,921271,0,0,0,0,0,0,0
363,beinn_dearg,2019-06-19 11:21:19,103661,0,0,0,0,0,0,0
364,northern_cairngorms,2019-09-20 11:33:19,1,0,13901,23809,1159212,109464,3610,14598
365,monadh_liath,2019-09-20 11:33:19,0,0,34700,1606,811700,2471,548,692
366,southern_cairngorms,2019-09-20 11:33:19,0,0,8,12859,884732,11111,6872,5689
367,beinn_dearg,2019-09-20 11:33:19,0,0,0,157,100991,2390,23,100
368,northern_cairngorms,2020-08-08 11:43:49,0,2,847367,30134,381799,33822,76,31395
369,monadh_liath,2020-08-08 11:43:49,0,0,215162,15720,583419,20469,0,16947
370,southern_cairngorms,2020-08-08 11:43:49,0,0,478543,40606,347902,23504,2225,28491
371,beinn_dearg,2020-08-08 11:43:49,0,0,82681,1460,13647,680,0,5193
372,northern_cairngorms,2019-10-27 11:21:19,1324595,0,0,0,0,0,0,0
373,monadh_liath,2019-10-27 11:21:19,851717,0,0,0,0,0,0,0
374,southern_cairngorms,2019-10-27 11:21:19,921271,0,0,0,0,0,0,0
375,beinn_dearg,2019-10-27 11:21:19,103661,0,0,0,0,0,0,0
376,northern_cairngorms,2020-05-07 11:33:19,3,54255,553760,123850,231758,242008,6875,112086
377,monadh_liath,2020-05-07 11:33:19,0,4813,693823,20819,38956,28637,2,64667
378,southern_cairngorms,2020-05-07 11:33:19,0,14427,87332,86623,460831,213993,4410,53655
379,beinn_dearg,2020-05-07 11:33:19,0,401,95702,444,29,3232,0,3853
380,northern_cairngorms,2020-03-13 11:33:21,0,1077228,10399,39938,84565,35919,4709,71837
381,monadh_liath,2020-03-13 11:33:21,0,822562,7120,5607,2548,5257,882,7741
382,southern_cairngorms,2020-03-13 11:33:21,0,502564,61795,108261,123042,34204,6271,85134
383,beinn_dearg,2020-03-13 11:33:21,0,103477,1,52,0,33,98,0
384,northern_cairngorms,2021-07-23 11:21:21,1324595,0,0,0,0,0,0,0
385,monadh_liath,2021-07-23 11:21:21,851717,0,0,0,0,0,0,0
386,southern_cairngorms,2021-07-23 11:21:21,921271,0,0,0,0,0,0,0
387,beinn_dearg,2021-07-23 11:21:21,103661,0,0,0,0,0,0,0
388,northern_cairngorms,2021-04-12 11:33:19,0,491528,235809,77968,299820,99234,4319,115917
389,monadh_liath,2021-04-12 11:33:19,1,452937,80218,4435,218382,51422,590,43732
390,southern_cairngorms,2021-04-12 11:33:19,0,78149,197875,101033,365455,111537,4980,62242
391,beinn_dearg,2021-04-12 11:33:19,0,7591,11389,333,42515,32974,25,8834
392,northern_cairngorms,2019-11-29 11:33:29,0,536913,657955,38126,2759,1210,6420,81212
393,monadh_liath,2019-11-29 11:33:29,0,341594,359240,26411,6343,8677,2362,107090
394,southern_cairngorms,2019-11-29 11:33:29,0,187530,261657,179189,9933,12331,77882,192749
395,beinn_dearg,2019-11-29 11:33:29,0,25165,57788,1660,1308,737,4701,12302
396,northern_cairngorms,2019-05-15 11:21:21,1324595,0,0,0,0,0,0,0
397,monadh_liath,2019-05-15 11:21:21,851717,0,0,0,0,0,0,0
398,southern_cairngorms,2019-05-15 11:21:21,921271,0,0,0,0,0,0,0
399,beinn_dearg,2019-05-15 11:21:21,103661,0,0,0,0,0,0,0
400,northern_cairngorms,2021-03-16 11:43:49,0,481563,276323,136633,213245,64249,9356,143226
401,monadh_liath,2021-03-16 11:43:49,0,465644,117272,69462,107928,21312,2472,67627
402,southern_cairngorms,2021-03-16 11:43:49,0,222070,74511,112305,346376,76889,9254,79866
403,beinn_dearg,2021-03-16 11:43:49,0,53972,3583,1409,28322,5157,13,11205
404,northern_cairngorms,2020-09-17 11:43:49,0,482,123667,124192,767534,178077,3862,126781
405,monadh_liath,2020-09-17 11:43:49,0,0,12161,24209,791038,12968,402,10939
406,southern_cairngorms,2020-09-17 11:43:49,0,0,10755,37188,850061,15443,1615,6209
407,beinn_dearg,2020-09-17 11:43:49,0,0,48938,3639,16056,9608,0,25420
408,northern_cairngorms,2021-07-21 11:33:19,0,143,14004,15182,1183677,99492,4879,7218
409,monadh_liath,2021-07-21 11:33:19,0,0,3,256,848120,2701,452,185
410,southern_cairngorms,2021-07-21 11:33:19,0,0,38851,31368,816252,20456,3595,10749
411,beinn_dearg,2021-07-21 11:33:19,0,0,619,1387,96663,4120,0,872
412,northern_cairngorms,2023-03-11 11:43:51,0,759639,493253,17049,14893,37374,2353,34
413,monadh_liath,2023-03-11 11:43:51,0,85636,720721,111,20278,24971,0,0
414,southern_cairngorms,2023-03-11 11:43:51,0,595886,6657,17085,92665,199970,7326,1682
415,beinn_dearg,2023-03-11 11:43:51,0,68879,0,231,15489,19035,27,0
416,northern_cairngorms,2021-04-14 11:21:11,1324595,0,0,0,0,0,0,0
417,monadh_liath,2021-04-14 11:21:11,851717,0,0,0,0,0,0,0
418,southern_cairngorms,2021-04-14 11:21:11,921271,0,0,0,0,0,0,0
419,beinn_dearg,2021-04-14 11:21:11,103661,0,0,0,0,0,0,0
420,northern_cairngorms,2018-12-31 11:24:59,1324595,0,0,0,0,0,0,0
421,monadh_liath,2018-12-31 11:24:59,851717,0,0,0,0,0,0,0
422,southern_cairngorms,2018-12-31 11:24:59,921271,0,0,0,0,0,0,0
423,beinn_dearg,2018-12-31 11:24:59,103661,0,0,0,0,0,0,0
424,northern_cairngorms,2022-06-06 11:33:19,0,5331,270494,14506,727561,292640,2948,11115
425,monadh_liath,2022-06-06 11:33:19,0,19,439775,3572,323833,61824,0,22694
426,southern_cairngorms,2022-06-06 11:33:19,0,35,379128,1454,522247,17295,8,1104
427,beinn_dearg,2022-06-06 11:33:19,0,16,5874,572,81753,11099,0,4347
428,northern_cairngorms,2018-11-17 11:43:49,1,0,14818,400342,430839,177068,85812,215715
429,monadh_liath,2018-11-17 11:43:49,0,0,65,159241,471037,25790,10283,185301
430,southern_cairngorms,2018-11-17 11:43:49,0,341,289240,246333,136578,39394,52846,156539
431,beinn_dearg,2018-11-17 11:43:49,0,194,44823,22373,2107,4478,6006,23680
432,northern_cairngorms,2018-10-05 11:33:19,0,3329,294211,248744,554186,87765,1969,134391
433,monadh_liath,2018-10-05 11:33:19,0,102401,242358,102301,293067,3141,33,108416
434,southern_cairngorms,2018-10-05 11:33:19,0,878,446876,108090,275518,14283,473,75153
435,beinn_dearg,2018-10-05 11:33:19,0,3055,28589,17787,42972,206,0,11052
436,northern_cairngorms,2023-04-10 11:43:51,0,6671,636253,130912,343203,115004,2500,90052
437,monadh_liath,2023-04-10 11:43:51,0,3690,423128,88191,183011,81107,3,72587
438,southern_cairngorms,2023-04-10 11:43:51,0,805,455568,70644,251399,87199,1230,54426
439,beinn_dearg,2023-04-10 11:43:51,0,13,64728,4434,22967,4759,0,6760
440,northern_cairngorms,2018-11-02 11:43:51,0,667165,62967,228646,171210,26233,26992,141382
441,monadh_liath,2018-11-02 11:43:51,0,424753,153410,54579,101875,19515,2095,95490
442,southern_cairngorms,2018-11-02 11:43:51,1,393825,36706,153336,188322,27847,26583,94651
443,beinn_dearg,2018-11-02 11:43:51,0,33668,17917,11264,18520,3397,6963,11932
444,northern_cairngorms,2022-03-08 11:33:19,0,311536,565377,27632,195159,198160,13992,12739
445,monadh_liath,2022-03-08 11:33:19,0,221424,412196,3036,56148,138530,6226,14157
446,southern_cairngorms,2022-03-08 11:33:19,0,67215,424857,27646,192254,173057,9977,26265
447,beinn_dearg,2022-03-08 11:33:19,0,43252,47837,249,445,7670,667,3541
448,northern_cairngorms,2021-01-30 11:43:51,0,457962,629427,231916,0,0,0,5290
449,monadh_liath,2021-01-30 11:43:51,0,728179,98434,7689,0,0,0,17415
450,southern_cairngorms,2021-01-30 11:43:51,0,321781,496383,95821,0,0,0,7286
451,beinn_dearg,2021-01-30 11:43:51,0,85882,16213,137,0,0,2,1427
452,northern_cairngorms,2023-06-16 11:33:21,0,1020,0,2012,1190021,125799,5050,693
453,monadh_liath,2023-06-16 11:33:21,0,0,13,55,844714,6312,534,89
454,southern_cairngorms,2023-06-16 11:33:21,0,0,0,1082,899421,13467,6511,790
455,beinn_dearg,2023-06-16 11:33:21,0,0,0,0,101511,2143,1,6
456,northern_cairngorms,2023-04-20 11:43:51,0,119885,36,871,762945,435347,5490,21
457,monadh_liath,2023-04-20 11:43:51,0,4231,0,0,643402,203468,616,0
458,southern_cairngorms,2023-04-20 11:43:51,0,33943,3165,4679,646869,225293,7144,178
459,beinn_dearg,2023-04-20 11:43:51,0,553,0,0,71410,31685,13,0
460,northern_cairngorms,2021-12-18 11:33:59,29,165841,103620,326146,55461,104967,255311,313220
461,monadh_liath,2021-12-18 11:33:59,10,22954,120484,144426,75571,105455,41082,341735
462,southern_cairngorms,2021-12-18 11:33:59,5,49173,60153,236964,71590,109815,170976,222595
463,beinn_dearg,2021-12-18 11:33:59,3,13104,18338,14535,8723,11895,2899,34164
464,northern_cairngorms,2020-05-09 11:21:21,1324595,0,0,0,0,0,0,0
465,monadh_liath,2020-05-09 11:21:21,851717,0,0,0,0,0,0,0
466,southern_cairngorms,2020-05-09 11:21:21,921271,0,0,0,0,0,0,0
467,beinn_dearg,2020-05-09 11:21:21,103661,0,0,0,0,0,0,0
468,northern_cairngorms,2021-11-23 11:34:11,0,193861,303219,313698,187677,51673,72664,201803
469,monadh_liath,2021-11-23 11:34:11,0,8776,338542,200375,2250,19439,9006,273329
470,southern_cairngorms,2021-11-23 11:34:11,0,374,83012,329938,288765,36701,57273,125208
471,beinn_dearg,2021-11-23 11:34:11,0,2460,60176,18493,0,3501,8227,10804
472,northern_cairngorms,2019-02-15 11:43:49,0,401593,7068,277082,275968,145145,20540,197199
473,monadh_liath,2019-02-15 11:43:49,0,180189,213248,48937,190528,60058,903,157854
474,southern_cairngorms,2019-02-15 11:43:49,0,92565,4707,185464,357229,148766,13440,119100
475,beinn_dearg,2019-02-15 11:43:49,0,6157,461,11392,34292,18473,72,32814
476,northern_cairngorms,2022-03-01 11:43:49,0,746571,135486,90117,193368,133066,9110,16877
477,monadh_liath,2022-03-01 11:43:49,1,558281,106702,59068,73887,45444,2878,5456
478,southern_cairngorms,2022-03-01 11:43:49,0,406443,31423,53343,259845,148864,7156,14197
479,beinn_dearg,2022-03-01 11:43:49,0,93760,2425,1476,1163,4573,139,125
480,northern_cairngorms,2021-08-25 11:33:21,0,0,450,18900,1175374,109905,4771,15195
481,monadh_liath,2021-08-25 11:33:21,0,0,2,363,846743,3513,452,644
482,southern_cairngorms,2021-08-25 11:33:21,0,0,8055,17515,866612,12602,6331,10156
483,beinn_dearg,2021-08-25 11:33:21,0,0,0,77,101519,1938,0,127
484,northern_cairngorms,2020-11-05 11:22:51,1324595,0,0,0,0,0,0,0
485,monadh_liath,2020-11-05 11:22:51,851717,0,0,0,0,0,0,0
486,southern_cairngorms,2020-11-05 11:22:51,921271,0,0,0,0,0,0,0
487,beinn_dearg,2020-11-05 11:22:51,103661,0,0,0,0,0,0,0
488,northern_cairngorms,2022-03-06 11:43:51,1,689035,157569,38266,278163,157663,3867,31
489,monadh_liath,2022-03-06 11:43:51,0,590685,4176,5562,175020,75758,516,0
490,southern_cairngorms,2022-03-06 11:43:51,2,365910,54928,25605,322464,145660,6668,34
491,beinn_dearg,2022-03-06 11:43:51,0,87588,825,361,6141,8720,26,0
492,northern_cairngorms,2019-10-28 11:43:51,0,139039,1057783,55456,501,4,512,71300
493,monadh_liath,2019-10-28 11:43:51,0,91573,300974,78743,228149,8392,561,143325
494,southern_cairngorms,2019-10-28 11:43:51,0,3093,305386,241415,185846,33998,7945,143588
495,beinn_dearg,2019-10-28 11:43:51,0,415,34026,21193,27792,2626,105,17504
496,northern_cairngorms,2020-11-30 11:24:29,1324595,0,0,0,0,0,0,0
497,monadh_liath,2020-11-30 11:24:29,851717,0,0,0,0,0,0,0
498,southern_cairngorms,2020-11-30 11:24:29,921271,0,0,0,0,0,0,0
499,beinn_dearg,2020-11-30 11:24:29,103661,0,0,0,0,0,0,0
500,northern_cairngorms,2018-10-10 11:33:21,0,1635,478318,245312,386614,57967,20884,133865
501,monadh_liath,2018-10-10 11:33:21,0,638,423316,143297,162017,31736,363,90350
502,southern_cairngorms,2018-10-10 11:33:21,0,210,512024,137684,192721,14555,1569,62508
503,beinn_dearg,2018-10-10 11:33:21,0,0,80477,5732,6615,2728,1,8108
504,northern_cairngorms,2023-02-26 11:33:21,0,647368,32,71007,319863,281312,5008,5
505,monadh_liath,2023-02-26 11:33:21,0,238844,6,18271,319522,274373,697,4
506,southern_cairngorms,2023-02-26 11:33:21,0,191165,0,49613,401661,271136,7685,11
507,beinn_dearg,2023-02-26 11:33:21,0,45466,0,702,25991,31472,30,0
508,northern_cairngorms,2020-09-12 11:43:51,0,2349,652456,127950,354494,39914,992,146440
509,monadh_liath,2020-09-12 11:43:51,0,198196,645087,100,57,10,0,8267
510,southern_cairngorms,2020-09-12 11:43:51,0,41674,649845,60023,92788,1161,1785,73995
511,beinn_dearg,2020-09-12 11:43:51,0,0,83683,1110,7555,115,0,11198
512,northern_cairngorms,2018-09-30 11:33:21,0,82513,922821,141527,49739,9522,552,117921
513,monadh_liath,2018-09-30 11:33:21,0,641,199434,154570,396387,20041,438,80206
514,southern_cairngorms,2018-09-30 11:33:21,0,846,390419,120555,259201,28291,3445,118514
515,beinn_dearg,2018-09-30 11:33:21,0,8594,62222,10456,9436,276,1,12676
516,northern_cairngorms,2021-09-02 11:43:49,0,0,20,21435,1189132,103507,5184,5317
517,monadh_liath,2021-09-02 11:43:49,0,0,3,411,847105,3391,452,355
518,southern_cairngorms,2021-09-02 11:43:49,0,0,9,9603,894442,9181,6387,1649
519,beinn_dearg,2021-09-02 11:43:49,0,0,0,108,101385,2078,2,88
520,northern_cairngorms,2019-07-30 11:43:51,0,883,204249,130802,852156,96986,3618,35901
521,monadh_liath,2019-07-30 11:43:51,0,0,67087,40885,704185,24651,456,14453
522,southern_cairngorms,2019-07-30 11:43:51,0,0,6127,4331,893302,9608,6357,1546
523,beinn_dearg,2019-07-30 11:43:51,0,0,18697,8256,69084,3970,11,3643
524,northern_cairngorms,2022-01-29 11:23:21,1324595,0,0,0,0,0,0,0
525,monadh_liath,2022-01-29 11:23:21,851717,0,0,0,0,0,0,0
526,southern_cairngorms,2022-01-29 11:23:21,921271,0,0,0,0,0,0,0
527,beinn_dearg,2022-01-29 11:23:21,103661,0,0,0,0,0,0,0
528,northern_cairngorms,2022-01-05 11:45:01,0,558398,734970,10448,0,0,18391,2388
529,monadh_liath,2022-01-05 11:45:01,0,446055,405187,160,0,0,93,222
530,southern_cairngorms,2022-01-05 11:45:01,0,356988,405509,56156,25,3,41195,61395
531,beinn_dearg,2022-01-05 11:45:01,0,75331,26690,138,2,0,447,1053
532,northern_cairngorms,2020-01-15 11:23:19,1324595,0,0,0,0,0,0,0
533,monadh_liath,2020-01-15 11:23:19,851717,0,0,0,0,0,0,0
534,southern_cairngorms,2020-01-15 11:23:19,921271,0,0,0,0,0,0,0
535,beinn_dearg,2020-01-15 11:23:19,103661,0,0,0,0,0,0,0
536,northern_cairngorms,2021-06-29 11:43:51,0,1538,49220,22308,1094970,142969,5043,8547
537,monadh_liath,2021-06-29 11:43:51,0,0,419000,14989,404828,7568,354,4978
538,southern_cairngorms,2021-06-29 11:43:51,0,142,76532,14741,772305,33875,5936,17740
539,beinn_dearg,2021-06-29 11:43:51,0,0,5340,2185,91679,3575,1,881
540,northern_cairngorms,2019-11-14 11:33:31,0,420628,711708,105872,2162,399,29330,54496
541,monadh_liath,2019-11-14 11:33:31,0,251983,380443,77606,18001,9904,10750,103030
542,southern_cairngorms,2019-11-14 11:33:31,0,241375,523521,87980,3134,3790,17059,44412
543,beinn_dearg,2019-11-14 11:33:31,0,54309,39635,762,894,230,5,7826
544,northern_cairngorms,2022-06-23 11:21:19,1324595,0,0,0,0,0,0,0
545,monadh_liath,2022-06-23 11:21:19,851717,0,0,0,0,0,0,0
546,southern_cairngorms,2022-06-23 11:21:19,921271,0,0,0,0,0,0,0
547,beinn_dearg,2022-06-23 11:21:19,103661,0,0,0,0,0,0,0
548,northern_cairngorms,2020-11-15 11:23:41,1324595,0,0,0,0,0,0,0
549,monadh_liath,2020-11-15 11:23:41,851717,0,0,0,0,0,0,0
550,southern_cairngorms,2020-11-15 11:23:41,921271,0,0,0,0,0,0,0
551,beinn_dearg,2020-11-15 11:23:41,103661,0,0,0,0,0,0,0
552,northern_cairngorms,2021-10-24 11:33:21,0,161957,727255,279095,41686,7560,12640,94402
553,monadh_liath,2021-10-24 11:33:21,0,87518,462720,199860,11077,2590,1789,86163
554,southern_cairngorms,2021-10-24 11:33:21,0,99374,523068,173456,36042,5069,11472,72790
555,beinn_dearg,2021-10-24 11:33:21,0,28609,69174,3972,0,57,537,1312
556,northern_cairngorms,2021-03-01 11:43:51,2,592788,24780,139549,355407,85205,9468,117396
