,name,date,null_px,snow_px,cloud_px,shadow_px,vegetation_px,not_vegetation_px,water_px,uncertain_px
838,southern_cairngorms,2022-12-31 11:45:01,0,337367,31133,301933,4427,143546,102701,164
839,beinn_dearg,2022-12-31 11:45:01,0,29098,12366,16359,0,10098,35740,0
840,northern_cairngorms,2021-07-19 11:43:51,0,129,115425,38193,848341,152134,3151,167222
841,monadh_liath,2021-07-19 11:43:51,0,0,647939,1348,51275,33197,0,117958
842,southern_cairngorms,2021-07-19 11:43:51,0,0,309970,39658,307843,75883,1661,186256
843,beinn_dearg,2021-07-19 11:43:51,0,0,46295,211,26767,11092,0,19296
844,northern_cairngorms,2018-04-21 11:43:49,0,110350,336315,163785,267594,316184,4171,126196
845,monadh_liath,2018-04-21 11:43:49,0,89422,206746,78201,207556,175410,1856,92526
846,southern_cairngorms,2018-04-21 11:43:49,0,31902,333527,119267,203977,135082,1442,96074
847,beinn_dearg,2018-04-21 11:43:49,0,6268,57181,10529,2249,11549,291,15594
848,northern_cairngorms,2022-04-22 11:33:21,0,79260,325028,79452,435705,389501,4427,11222
849,monadh_liath,2022-04-22 11:33:21,0,22709,22250,668,562269,237496,598,5727
850,southern_cairngorms,2022-04-22 11:33:21,0,8231,182875,61594,498188,160408,3729,6246
851,beinn_dearg,2022-04-22 11:33:21,0,1798,5273,0,66571,29998,7,14
852,northern_cairngorms,2020-03-20 11:21:11,1324595,0,0,0,0,0,0,0
853,monadh_liath,2020-03-20 11:21:11,851717,0,0,0,0,0,0,0
854,southern_cairngorms,2020-03-20 11:21:11,921271,0,0,0,0,0,0,0
855,beinn_dearg,2020-03-20 11:21:11,103661,0,0,0,0,0,0,0
856,northern_cairngorms,2021-12-01 11:43:49,0,721352,563203,14718,0,0,13811,11511
857,monadh_liath,2021-12-01 11:43:49,0,342091,465722,11833,0,0,35,32036
858,southern_cairngorms,2021-12-01 11:43:49,0,249519,455421,79551,66,0,91348,45366
859,beinn_dearg,2021-12-01 11:43:49,0,52731,50923,7,0,0,0,0
860,northern_cairngorms,2018-12-04 11:34:39,0,270859,529696,275452,16171,3274,54959,174184
861,monadh_liath,2018-12-04 11:34:39,0,223475,463978,72574,16195,1628,9993,63874
862,southern_cairngorms,2018-12-04 11:34:39,0,835,720585,115588,41271,516,1845,40631
863,beinn_dearg,2018-12-04 11:34:39,1,1630,99412,528,0,0,0,2090
864,northern_cairngorms,2023-07-08 11:21:19,1324595,0,0,0,0,0,0,0
865,monadh_liath,2023-07-08 11:21:19,851717,0,0,0,0,0,0,0
866,southern_cairngorms,2023-07-08 11:21:19,921271,0,0,0,0,0,0,0
867,beinn_dearg,2023-07-08 11:21:19,103661,0,0,0,0,0,0,0
868,northern_cairngorms,2019-12-16 11:23:59,1324595,0,0,0,0,0,0,0
869,monadh_liath,2019-12-16 11:23:59,851717,0,0,0,0,0,0,0
870,southern_cairngorms,2019-12-16 11:23:59,921271,0,0,0,0,0,0,0
871,beinn_dearg,2019-12-16 11:23:59,103661,0,0,0,0,0,0,0
872,northern_cairngorms,2021-09-16 11:21:09,1324595,0,0,0,0,0,0,0
873,monadh_liath,2021-09-16 11:21:09,851717,0,0,0,0,0,0,0
874,southern_cairngorms,2021-09-16 11:21:09,921271,0,0,0,0,0,0,0
875,beinn_dearg,2021-09-16 11:21:09,103661,0,0,0,0,0,0,0
876,northern_cairngorms,2022-09-26 11:21:21,1324595,0,0,0,0,0,0,0
877,monadh_liath,2022-09-26 11:21:21,851717,0,0,0,0,0,0,0
878,southern_cairngorms,2022-09-26 11:21:21,921271,0,0,0,0,0,0,0
879,beinn_dearg,2022-09-26 11:21:21,103661,0,0,0,0,0,0,0
880,northern_cairngorms,2020-02-20 11:43:49,0,850534,294969,97993,19048,606,16647,44798
881,monadh_liath,2020-02-20 11:43:49,0,298320,550913,174,0,0,1685,625
882,southern_cairngorms,2020-02-20 11:43:49,0,495855,35631,121220,161077,11037,15814,80637
883,beinn_dearg,2020-02-20 11:43:49,0,77825,11058,8372,0,0,6276,130
884,northern_cairngorms,2022-06-03 11:21:19,1324595,0,0,0,0,0,0,0
885,monadh_liath,2022-06-03 11:21:19,851717,0,0,0,0,0,0,0
886,southern_cairngorms,2022-06-03 11:21:19,921271,0,0,0,0,0,0,0
887,beinn_dearg,2022-06-03 11:21:19,103661,0,0,0,0,0,0,0
888,northern_cairngorms,2022-08-28 11:43:49,0,0,853344,145206,258584,19638,2596,45227
889,monadh_liath,2022-08-28 11:43:49,0,0,796658,614,32238,1968,329,19910
890,southern_cairngorms,2022-08-28 11:43:49,0,0,643521,117144,124355,9146,81,27024
891,beinn_dearg,2022-08-28 11:43:49,0,0,15689,351,77492,6353,0,3776
892,northern_cairngorms,2020-11-21 11:44:11,0,128392,665005,287372,28826,4665,18903,191432
893,monadh_liath,2020-11-21 11:44:11,0,211813,360823,146757,3215,496,75876,52737
894,southern_cairngorms,2020-11-21 11:44:11,0,254368,573431,23692,314,683,1868,66915
895,beinn_dearg,2020-11-21 11:44:11,0,37803,46157,5717,0,0,1262,12722
896,northern_cairngorms,2020-03-11 11:43:49,0,307923,955356,16524,7314,0,121,37357
897,monadh_liath,2020-03-11 11:43:49,0,642236,192261,447,2,0,0,16771
898,southern_cairngorms,2020-03-11 11:43:49,0,249417,529251,70726,1187,593,448,69649
899,beinn_dearg,2020-03-11 11:43:49,0,88640,15018,3,0,0,0,0
900,northern_cairngorms,2020-10-02 11:44:01,0,0,903886,51170,330158,9105,702,29574
901,monadh_liath,2020-10-02 11:44:01,0,0,3466,10853,831010,1100,546,4742
902,southern_cairngorms,2020-10-02 11:44:01,0,0,52319,65114,756172,18921,6430,22315
903,beinn_dearg,2020-10-02 11:44:01,0,0,8883,3576,87299,1625,2,2276
904,northern_cairngorms,2023-06-04 11:43:49,0,1785,403647,56533,648061,162378,4042,48149
905,monadh_liath,2023-06-04 11:43:49,0,0,299175,15206,473056,37151,153,26976
906,southern_cairngorms,2023-06-04 11:43:49,0,0,443067,53399,390901,20015,121,13768
907,beinn_dearg,2023-06-04 11:43:49,0,0,28118,1935,68871,3451,0,1286
908,northern_cairngorms,2020-11-25 11:24:11,1324595,0,0,0,0,0,0,0
909,monadh_liath,2020-11-25 11:24:11,851717,0,0,0,0,0,0,0
910,southern_cairngorms,2020-11-25 11:24:11,921271,0,0,0,0,0,0,0
911,beinn_dearg,2020-11-25 11:24:11,103661,0,0,0,0,0,0,0
912,northern_cairngorms,2022-04-19 11:21:21,1324595,0,0,0,0,0,0,0
913,monadh_liath,2022-04-19 11:21:21,851717,0,0,0,0,0,0,0
914,southern_cairngorms,2022-04-19 11:21:21,921271,0,0,0,0,0,0,0
915,beinn_dearg,2022-04-19 11:21:21,103661,0,0,0,0,0,0,0
916,northern_cairngorms,2020-01-10 11:24:31,1324595,0,0,0,0,0,0,0
917,monadh_liath,2020-01-10 11:24:31,851717,0,0,0,0,0,0,0
918,southern_cairngorms,2020-01-10 11:24:31,921271,0,0,0,0,0,0,0
919,beinn_dearg,2020-01-10 11:24:31,103661,0,0,0,0,0,0,0
920,northern_cairngorms,2020-12-15 11:24:51,1324595,0,0,0,0,0,0,0
921,monadh_liath,2020-12-15 11:24:51,851717,0,0,0,0,0,0,0
922,southern_cairngorms,2020-12-15 11:24:51,921271,0,0,0,0,0,0,0
923,beinn_dearg,2020-12-15 11:24:51,103661,0,0,0,0,0,0,0
924,northern_cairngorms,2022-02-19 11:43:49,0,436147,815272,41519,25,25030,6540,62
925,monadh_liath,2022-02-19 11:43:49,0,208158,627507,12046,30,3367,609,0
926,southern_cairngorms,2022-02-19 11:43:49,0,306132,531857,37646,92,38703,6666,175
927,beinn_dearg,2022-02-19 11:43:49,0,6761,96671,113,0,116,0,0
928,northern_cairngorms,2022-01-27 11:33:09,2,1564,773507,155720,61681,231339,27985,72797
929,monadh_liath,2022-01-27 11:33:09,9,6684,390512,60262,89547,208437,16111,80155
930,southern_cairngorms,2022-01-27 11:33:09,0,2997,380874,131401,56466,215227,9736,124570
931,beinn_dearg,2022-01-27 11:33:09,0,1111,38106,6737,10420,23425,0,23862
932,northern_cairngorms,2022-08-07 11:21:31,1324595,0,0,0,0,0,0,0
933,monadh_liath,2022-08-07 11:21:31,851717,0,0,0,0,0,0,0
934,southern_cairngorms,2022-08-07 11:21:31,921271,0,0,0,0,0,0,0
935,beinn_dearg,2022-08-07 11:21:31,103661,0,0,0,0,0,0,0
936,northern_cairngorms,2019-03-14 11:33:19,0,674159,340070,119955,98693,6924,18091,66703
937,monadh_liath,2019-03-14 11:33:19,0,527510,231278,47954,7398,2379,4188,31010
938,southern_cairngorms,2019-03-14 11:33:19,0,259206,324058,125123,109870,33134,8013,61867
939,beinn_dearg,2019-03-14 11:33:19,0,79715,17948,1135,603,378,910,2972
940,northern_cairngorms,2021-02-08 11:21:29,1324595,0,0,0,0,0,0,0
941,monadh_liath,2021-02-08 11:21:29,851717,0,0,0,0,0,0,0
942,southern_cairngorms,2021-02-08 11:21:29,921271,0,0,0,0,0,0,0
943,beinn_dearg,2021-02-08 11:21:29,103661,0,0,0,0,0,0,0
944,northern_cairngorms,2020-03-06 11:43:51,0,1059427,138275,25497,17425,5295,11428,67248
945,monadh_liath,2020-03-06 11:43:51,0,784489,42699,1113,1967,467,63,20919
946,southern_cairngorms,2020-03-06 11:43:51,0,605409,133249,40751,45736,12580,8791,74755
947,beinn_dearg,2020-03-06 11:43:51,0,55645,46771,1239,0,0,0,6
948,northern_cairngorms,2022-11-28 11:34:21,61,198,415279,311347,98695,296539,47397,155079
949,monadh_liath,2022-11-28 11:34:21,9,0,313826,86416,63259,252626,20027,115554
950,southern_cairngorms,2022-11-28 11:34:21,13,485,100969,273815,230070,244929,8674,62316
951,beinn_dearg,2022-11-28 11:34:21,0,0,44832,11918,9852,23945,672,12442
952,northern_cairngorms,2022-07-08 11:21:31,1324595,0,0,0,0,0,0,0
953,monadh_liath,2022-07-08 11:21:31,851717,0,0,0,0,0,0,0
954,southern_cairngorms,2022-07-08 11:21:31,921271,0,0,0,0,0,0,0
955,beinn_dearg,2022-07-08 11:21:31,103661,0,0,0,0,0,0,0
956,northern_cairngorms,2020-01-08 11:33:49,0,344142,599608,196968,48,5,77733,106091
957,monadh_liath,2020-01-08 11:33:49,0,710099,88353,13824,10,0,11510,27921
958,southern_cairngorms,2020-01-08 11:33:49,0,23426,248618,297615,41503,35670,39056,235383
959,beinn_dearg,2020-01-08 11:33:49,0,58712,40216,782,7,1,2069,1874
960,northern_cairngorms,2018-12-09 11:34:41,0,256926,902595,63556,1843,230,6876,92569
961,monadh_liath,2018-12-09 11:34:41,0,360602,265657,86961,0,0,89198,49299
962,southern_cairngorms,2018-12-09 11:34:41,0,88115,468588,111784,28562,21704,11944,190574
963,beinn_dearg,2018-12-09 11:34:41,0,39344,43367,12566,0,0,268,8116
964,northern_cairngorms,2020-05-30 11:43:49,0,17012,108388,4575,849090,333591,5053,6886
965,monadh_liath,2020-05-30 11:43:49,0,3227,222896,242,541087,82748,0,1517
966,southern_cairngorms,2020-05-30 11:43:49,0,2659,98,2532,845781,61703,6572,1926
967,beinn_dearg,2020-05-30 11:43:49,0,224,8,52,87281,16026,0,70
968,northern_cairngorms,2020-11-28 11:34:31,1,189007,144167,358244,249481,36415,146265,201015
969,monadh_liath,2020-11-28 11:34:31,1,12932,209152,149432,172445,41773,23509,242473
970,southern_cairngorms,2020-11-28 11:34:31,0,2895,31982,288106,310459,34942,87259,165628
971,beinn_dearg,2020-11-28 11:34:31,0,13831,20321,10772,16065,5560,6853,30259
972,northern_cairngorms,2022-07-18 11:21:31,1324595,0,0,0,0,0,0,0
973,monadh_liath,2022-07-18 11:21:31,851717,0,0,0,0,0,0,0
974,southern_cairngorms,2022-07-18 11:21:31,921271,0,0,0,0,0,0,0
975,beinn_dearg,2022-07-18 11:21:31,103661,0,0,0,0,0,0,0
976,northern_cairngorms,2022-06-18 11:21:31,1324595,0,0,0,0,0,0,0
977,monadh_liath,2022-06-18 11:21:31,851717,0,0,0,0,0,0,0
978,southern_cairngorms,2022-06-18 11:21:31,921271,0,0,0,0,0,0,0
979,beinn_dearg,2022-06-18 11:21:31,103661,0,0,0,0,0,0,0
980,northern_cairngorms,2021-12-05 11:23:39,1324595,0,0,0,0,0,0,0
981,monadh_liath,2021-12-05 11:23:39,851717,0,0,0,0,0,0,0
982,southern_cairngorms,2021-12-05 11:23:39,921271,0,0,0,0,0,0,0
983,beinn_dearg,2021-12-05 11:23:39,103661,0,0,0,0,0,0,0
984,northern_cairngorms,2018-12-27 11:45:09,0,61436,617262,347250,13976,25782,63513,195376
985,monadh_liath,2018-12-27 11:45:09,0,27914,260764,267856,13207,9721,106841,165414
986,southern_cairngorms,2018-12-27 11:45:09,0,22315,227836,296779,34959,29127,119388,190867
987,beinn_dearg,2018-12-27 11:45:09,0,959,98298,2233,0,1,48,2122
988,northern_cairngorms,2019-12-21 11:24:51,1324595,0,0,0,0,0,0,0
989,monadh_liath,2019-12-21 11:24:51,851717,0,0,0,0,0,0,0
990,southern_cairngorms,2019-12-21 11:24:51,921271,0,0,0,0,0,0,0
991,beinn_dearg,2019-12-21 11:24:51,103661,0,0,0,0,0,0,0
992,northern_cairngorms,2021-01-25 11:43:49,0,862508,413989,19348,19,0,17307,11424
993,monadh_liath,2021-01-25 11:43:49,0,622341,214929,5154,1,14,9152,126
994,southern_cairngorms,2021-01-25 11:43:49,0,605470,169243,57265,922,0,49512,38859
995,beinn_dearg,2021-01-25 11:43:49,0,96928,6608,11,0,0,0,114
996,northern_cairngorms,2020-06-18 11:21:21,1324595,0,0,0,0,0,0,0
997,monadh_liath,2020-06-18 11:21:21,851717,0,0,0,0,0,0,0
998,southern_cairngorms,2020-06-18 11:21:21,921271,0,0,0,0,0,0,0
999,beinn_dearg,2020-06-18 11:21:21,103661,0,0,0,0,0,0,0
1000,northern_cairngorms,2019-03-12 11:43:51,0,764916,285813,62530,121877,1441,9969,78049
1001,monadh_liath,2019-03-12 11:43:51,0,618618,175835,2501,29904,1668,1276,21915
1002,southern_cairngorms,2019-03-12 11:43:51,0,389623,205787,57562,193033,7703,6181,61382
1003,beinn_dearg,2019-03-12 11:43:51,0,61043,41848,770,0,0,0,0
1004,northern_cairngorms,2018-10-17 11:21:11,1324595,0,0,0,0,0,0,0
1005,monadh_liath,2018-10-17 11:21:11,851717,0,0,0,0,0,0,0
1006,southern_cairngorms,2018-10-17 11:21:11,921271,0,0,0,0,0,0,0
1007,beinn_dearg,2018-10-17 11:21:11,103661,0,0,0,0,0,0,0
1008,northern_cairngorms,2021-03-13 11:33:19,0,802777,297489,50628,79565,10163,10219,73754
1009,monadh_liath,2021-03-13 11:33:19,0,621774,211251,3146,4323,834,163,10226
1010,southern_cairngorms,2021-03-13 11:33:19,0,380090,114029,72386,227503,56474,8842,61947
1011,beinn_dearg,2021-03-13 11:33:19,0,71959,30755,60,130,33,248,476
1012,northern_cairngorms,2020-03-03 11:33:11,0,1066025,148714,47432,19818,4370,11058,27178
1013,monadh_liath,2020-03-03 11:33:11,0,528940,293436,22188,892,525,2423,3313
1014,southern_cairngorms,2020-03-03 11:33:11,0,725709,62804,51505,28224,2505,13295,37229
1015,beinn_dearg,2020-03-03 11:33:11,0,101508,2019,97,5,1,8,23
1016,northern_cairngorms,2021-01-05 11:43:59,0,866759,332008,85376,0,0,32681,7771
1017,monadh_liath,2021-01-05 11:43:59,0,655178,192627,2025,0,0,1385,502
1018,southern_cairngorms,2021-01-05 11:43:59,0,162836,739984,14297,4,0,567,3583
1019,beinn_dearg,2021-01-05 11:43:59,0,74078,6436,7319,0,0,11765,4063
1020,northern_cairngorms,2021-04-09 11:21:09,1324595,0,0,0,0,0,0,0
1021,monadh_liath,2021-04-09 11:21:09,851717,0,0,0,0,0,0,0
1022,southern_cairngorms,2021-04-09 11:21:09,921271,0,0,0,0,0,0,0
1023,beinn_dearg,2021-04-09 11:21:09,103661,0,0,0,0,0,0,0
1024,northern_cairngorms,2022-05-19 11:21:21,1324595,0,0,0,0,0,0,0
1025,monadh_liath,2022-05-19 11:21:21,851717,0,0,0,0,0,0,0
1026,southern_cairngorms,2022-05-19 11:21:21,921271,0,0,0,0,0,0,0
1027,beinn_dearg,2022-05-19 11:21:21,103661,0,0,0,0,0,0,0
1028,northern_cairngorms,2021-05-07 11:33:21,0,910386,278857,39250,23726,10982,4840,56554
1029,monadh_liath,2021-05-07 11:33:21,0,660968,125445,11720,10173,11155,183,32073
1030,southern_cairngorms,2021-05-07 11:33:21,0,200834,439250,75613,86309,48519,4109,66637
1031,beinn_dearg,2021-05-07 11:33:21,0,80468,11486,1183,4115,2265,667,3477
1032,northern_cairngorms,2023-01-14 11:24:21,1324595,0,0,0,0,0,0,0
1033,monadh_liath,2023-01-14 11:24:21,851717,0,0,0,0,0,0,0
1034,southern_cairngorms,2023-01-14 11:24:21,921271,0,0,0,0,0,0,0
1035,beinn_dearg,2023-01-14 11:24:21,103661,0,0,0,0,0,0,0
1036,northern_cairngorms,2021-04-25 11:43:49,0,99424,477353,242852,218776,191351,7043,87796
1037,monadh_liath,2021-04-25 11:43:49,0,13601,116333,138163,336015,208199,1092,38314
1038,southern_cairngorms,2021-04-25 11:43:49,0,9298,138025,44141,451667,234439,6350,37351
1039,beinn_dearg,2021-04-25 11:43:49,0,17,55895,7378,14085,19474,0,6812
1040,northern_cairngorms,2023-04-19 11:21:19,1324595,0,0,0,0,0,0,0
1041,monadh_liath,2023-04-19 11:21:19,851717,0,0,0,0,0,0,0
1042,southern_cairngorms,2023-04-19 11:21:19,921271,0,0,0,0,0,0,0
1043,beinn_dearg,2023-04-19 11:21:19,103661,0,0,0,0,0,0,0
1044,northern_cairngorms,2021-03-18 11:33:21,0,144380,875249,131614,64833,40286,4591,63642
1045,monadh_liath,2021-03-18 11:33:21,0,210950,373088,113465,61313,22727,392,69782
1046,southern_cairngorms,2021-03-18 11:33:21,0,86129,307968,233490,128607,69663,24819,70595
1047,beinn_dearg,2021-03-18 11:33:21,0,14,103421,226,0,0,0,0
1048,northern_cairngorms,2021-02-03 11:22:51,1324595,0,0,0,0,0,0,0
1049,monadh_liath,2021-02-03 11:22:51,851717,0,0,0,0,0,0,0
1050,southern_cairngorms,2021-02-03 11:22:51,921271,0,0,0,0,0,0,0
1051,beinn_dearg,2021-02-03 11:22:51,103661,0,0,0,0,0,0,0
1052,northern_cairngorms,2021-07-16 11:33:21,0,479,575167,53660,487032,109027,2815,96415
1053,monadh_liath,2021-07-16 11:33:21,0,101,672145,3656,106806,26616,12,42381
1054,southern_cairngorms,2021-07-16 11:33:21,0,0,326214,29910,475021,35896,3200,51030
1055,beinn_dearg,2021-07-16 11:33:21,0,0,72851,794,16338,5370,0,8308
1056,northern_cairngorms,2019-07-25 11:43:59,0,0,245519,28255,909770,85426,4742,50883
1057,monadh_liath,2019-07-25 11:43:59,0,0,286903,15688,478510,28976,458,41182
1058,southern_cairngorms,2019-07-25 11:43:59,0,25,43930,10598,790066,45299,6140,25213
1059,beinn_dearg,2019-07-25 11:43:59,0,0,6004,175,81787,9897,0,5798
1060,northern_cairngorms,2018-12-24 11:34:59,42,256515,43945,281829,30913,66411,243646,401294
1061,monadh_liath,2018-12-24 11:34:59,7,66705,19910,141591,19357,128369,78910,396868
1062,southern_cairngorms,2018-12-24 11:34:59,0,134708,43926,215422,50818,55271,182173,238953
1063,beinn_dearg,2018-12-24 11:34:59,0,10129,4727,10860,7075,15697,9938,45235
1064,northern_cairngorms,2023-03-10 11:21:19,1324595,0,0,0,0,0,0,0
1065,monadh_liath,2023-03-10 11:21:19,851717,0,0,0,0,0,0,0
1066,southern_cairngorms,2023-03-10 11:21:19,921271,0,0,0,0,0,0,0
1067,beinn_dearg,2023-03-10 11:21:19,103661,0,0,0,0,0,0,0
1068,northern_cairngorms,2021-02-09 11:43:51,2,1111679,34501,78638,3797,0,31142,64836
1069,monadh_liath,2021-02-09 11:43:51,0,811865,4089,13076,1442,65,5796,15384
1070,southern_cairngorms,2021-02-09 11:43:51,0,695193,111750,49645,2,0,57889,6792
1071,beinn_dearg,2021-02-09 11:43:51,0,101903,68,778,0,0,269,643
1072,northern_cairngorms,2023-05-25 11:43:49,0,12819,12637,20529,897704,370649,5074,5183
1073,monadh_liath,2023-05-25 11:43:49,0,17,53536,30743,663169,95963,429,7860
1074,southern_cairngorms,2023-05-25 11:43:49,0,266,58393,33313,762206,56570,6313,4210
1075,beinn_dearg,2023-05-25 11:43:49,0,0,686,778,90357,11541,0,299
1076,northern_cairngorms,2023-01-30 11:43:51,0,201973,739870,108455,26793,130464,87774,29266
1077,monadh_liath,2023-01-30 11:43:51,0,19417,785862,2434,4803,25068,37,14096
1078,southern_cairngorms,2023-01-30 11:43:51,0,67895,497845,73621,41710,161230,34565,44405
1079,beinn_dearg,2023-01-30 11:43:51,0,32587,55211,634,1319,11578,493,1839
1080,northern_cairngorms,2022-02-08 11:22:31,1324595,0,0,0,0,0,0,0
1081,monadh_liath,2022-02-08 11:22:31,851717,0,0,0,0,0,0,0
1082,southern_cairngorms,2022-02-08 11:22:31,921271,0,0,0,0,0,0,0
1083,beinn_dearg,2022-02-08 11:22:31,103661,0,0,0,0,0,0,0
1084,northern_cairngorms,2021-10-01 11:21:21,1324595,0,0,0,0,0,0,0
1085,monadh_liath,2021-10-01 11:21:21,851717,0,0,0,0,0,0,0
1086,southern_cairngorms,2021-10-01 11:21:21,921271,0,0,0,0,0,0,0
1087,beinn_dearg,2021-10-01 11:21:21,103661,0,0,0,0,0,0,0
1088,northern_cairngorms,2019-04-10 11:21:19,1324595,0,0,0,0,0,0,0
1089,monadh_liath,2019-04-10 11:21:19,851717,0,0,0,0,0,0,0
1090,southern_cairngorms,2019-04-10 11:21:19,921271,0,0,0,0,0,0,0
1091,beinn_dearg,2019-04-10 11:21:19,103661,0,0,0,0,0,0,0
1092,northern_cairngorms,2018-12-16 11:24:51,1324595,0,0,0,0,0,0,0
1093,monadh_liath,2018-12-16 11:24:51,851717,0,0,0,0,0,0,0
1094,southern_cairngorms,2018-12-16 11:24:51,921271,0,0,0,0,0,0,0
1095,beinn_dearg,2018-12-16 11:24:51,103661,0,0,0,0,0,0,0
1096,northern_cairngorms,2021-01-17 11:34:21,0,824958,187389,117228,511,0,139877,54632
1097,monadh_liath,2021-01-17 11:34:21,0,622952,115789,37072,229,5,56309,19361
1098,southern_cairngorms,2021-01-17 11:34:21,0,339565,59690,167539,1345,21,320121,32990
1099,beinn_dearg,2021-01-17 11:34:21,0,78067,7595,10270,0,0,7703,26
1100,northern_cairngorms,2022-03-23 11:33:21,0,372473,197622,85879,181086,455364,4574,27597
1101,monadh_liath,2022-03-23 11:33:21,0,288615,34943,12201,167132,343750,486,4590
1102,southern_cairngorms,2022-03-23 11:33:21,0,138046,143272,46960,205367,369589,3659,14378
1103,beinn_dearg,2022-03-23 11:33:21,0,33996,2258,0,10611,56207,0,589
1104,northern_cairngorms,2023-01-20 11:44:11,4,948424,2099,245319,127,119588,9034,0
1105,monadh_liath,2023-01-20 11:44:11,0,760964,779,51957,58,35679,2280,0
1106,southern_cairngorms,2023-01-20 11:44:11,0,634346,786,156151,293,118752,10932,11
1107,beinn_dearg,2023-01-20 11:44:11,0,91873,5,4827,0,6639,317,0
1108,northern_cairngorms,2020-08-15 11:33:19,0,96,24148,29977,1141062,106610,5368,17334
1109,monadh_liath,2020-08-15 11:33:19,0,0,15008,10821,808700,10777,478,5933
1110,southern_cairngorms,2020-08-15 11:33:19,0,0,139811,7847,722080,25690,6823,19020
1111,beinn_dearg,2020-08-15 11:33:19,0,0,76828,722,14813,5972,0,5326
1112,northern_cairngorms,2021-11-28 11:33:29,0,701069,470096,56676,0,0,94145,2609
1113,monadh_liath,2021-11-28 11:33:29,0,517924,183747,27698,0,0,118315,4033
1114,southern_cairngorms,2021-11-28 11:33:29,0,451193,286815,48654,0,5,131345,3259
1115,beinn_dearg,2021-11-28 11:33:29,0,79648,24013,0,0,0,0,0
1116,northern_cairngorms,2018-09-22 11:21:09,1324595,0,0,0,0,0,0,0
1117,monadh_liath,2018-09-22 11:21:09,851717,0,0,0,0,0,0,0
1118,southern_cairngorms,2018-09-22 11:21:09,921271,0,0,0,0,0,0,0
1119,beinn_dearg,2018-09-22 11:21:09,103661,0,0,0,0,0,0,0
